     1→     1→---
   335→   335→- Python scripts: snake_case (`run_parser.py`, `scrape_slate.py`, `parse-excel.ts` mixed)
   336→   336→
   337→   337→**Component structure**:
   338→   338→- shadcn/ui pattern is dominant — 25+ `@radix-ui/*` packages + `class-variance-authority` + `clsx` + `tailwind-merge` appear consistently
   339→   339→- `'use client'` directive used correctly at the top of interactive components (verified in WayFinder `app/page.tsx` and Exam-Table `src/components/Navbar.tsx`)
   340→   340→- Context providers: `UserProvider` (Drama-Ghar), `Providers` (WayFinder)
   341→   341→- Inline SVG icons in some places (Exam-Table feature cards), `lucide-react` in others
   342→   342→
   343→   343→**Comments quality**:
   344→   344→- WayFinder's `next.config.ts` has the best comments — inline security rationale + TODO notes
   345→   345→- gcr-resources-fetch's `background.js` has a multi-paragraph header comment explaining the auth flow + security model
   346→   346→- hamara-rozgar's README has Mermaid diagrams + LaTeX math for the utility function
   347→   347→- Otherwise, code comments are sparse — most logic is self-documenting via TypeScript types
   348→   348→
   349→   349→**Testing presence**: **Effectively none.**
   350→   350→- Exam-Table has `playwright` in devDependencies but no `__tests__/` or `*.spec.ts` files visible
   351→   351→- No `jest`, `vitest`, `@testing-library` in any repo's deps
   352→   352→- No `test` script in any package.json (only `dev`, `build`, `start`, `lint`)
   353→   353→- **This is a portfolio-wide gap.**
   354→   354→
   355→   355→**CI/CD presence** (`.github/workflows/`):
   356→   356→- ✅ **Exam-Table**: 2 workflows (`update-timetable.yml` hourly cron, `update-events.yml` weekly cron) — both with Python data pipelines + auto-commit
   357→   357→- ✅ **Algo-Visualizer**: 1 workflow (`ci.yml`) — typecheck + multi-workspace (client + server) + ghcr.io container registry
   358→   358→- ❌ All other repos have no workflows
   359→   359→
   360→   360→**Commit message quality**:
   361→   361→- Mostly conventional commits (`feat:`, `fix:`, `chore:`, `docs:`, `refactor:`, `init:`)
   362→   362→- Scope tags used (`feat(yango):`, `fix: enable scrolling...`)
   363→   363→- Some repos have automated bulk commits that dilute signal (Exam-Table's `chore: auto-update timetable.json` × 100+; hamara-rozgar's `chore: incremental update of scraped local businesses` × many)
   364→   364→- Drama-Ghar ends with a literal `"Final Commit"` — concerning
   365→   365→- gcr-contacts has the highest-quality recent commit messages ("fix: coverage-score tie-breaking + discard unresolvable GCR teachers", "fix: two-pass matching to correctly handle multi-batch course offerings") — shows real algorithmic problem-solving
   366→   366→
   367→   367→---
   368→   368→
   369→   369→## 5. Technology Trends (ranked by frequency × recency)
   370→   370→
   371→   371→### Languages
   372→   372→| Rank | Language | Frequency | Recency |
   373→   373→|---|---|---|---|
   374→   374→| 1 | TypeScript | 15 repos, 49.6% of code | Today (portfolio, Exam-Table) |
   375→   375→| 2 | JavaScript | 15 repos, 25.0% | Today (hamara-rozgar, gcr-contacts) |
   376→   376→| 3 | Python | 6 repos, 9.5% | Today (Exam-Table data pipeline) |
   377→   377→| 4 | CSS | 19 repos, 6.9% | Today |
   378→   378→| 5 | C++ | 1 repo, 4.0% | Dec 2025 (GalaxyWarriors) |
   379→   379→| 6 | HTML | 6 repos, 4.3% | Jan 2026 (coursework) |
   380→   380→
   381→   381→### Frontend frameworks
   382→   382→| Framework | Versions in use | Recency |
   383→   383→|---|---|---|
   384→   384→| **Next.js** | 14 (Exam-Table), 15 (Drama-Ghar), 16 (WayFinder, gcr-contacts, portfolio) | Today — clearly his primary framework, on the bleeding edge |
   385→   385→| **Vite** | Used in hamara-rozgar (service-orchestrator) | June 2026 |
   386→   386→| **React** | 18 (Exam-Table), 19 (Drama-Ghar, WayFinder, hamara-rozgar, gcr-contacts, portfolio) | Today — adopting React 19 across new work |
   387→   387→
   388→   388→### UI / Styling
   389→   389→- Tailwind CSS (3 and 4 — migrating to 4)
   390→   390→- shadcn/ui pattern (Radix UI primitives + CVA + clsx + tailwind-merge)
   391→   391→- framer-motion / motion for animations
   392→   392→- lucide-react for icons
   393→   393→- CSS Modules (WayFinder)
   394→   394→- recharts for data viz
   395→   395→
   396→   396→### Backend / Databases
   397→   397→- **Supabase** (PostgreSQL) — 6 repos, primary DB
   398→   398→- **MongoDB Atlas** via Mongoose — Drama-Ghar
   399→   399→- **Upstash Redis** — WayFinder (caching + rate limit)
   400→   400→- raw `pg` driver — Exam-Table
   401→   401→- Next.js API Routes / Route Handlers (serverless)
   402→   402→
   403→   403→### Auth
   404→   404→- **NextAuth.js** — WayFinder
   405→   405→- **OAuth 2.0** (Google, via chrome.identity) — gcr-resources-fetch
   406→   406→- **bcryptjs + jose (JWT)** — Drama-Ghar
   407→   407→- Custom email/password with sessions — faculty-review
   408→   408→
   409→   409→### AI / LLM
   410→   410→- **Google Gemini** (@google/genai) — Drama-Ghar
   411→   411→- **Groq** — Exam-Table (data pipeline), hamara-rozgar
   412→   412→- **OpenAI** — listed in profile README
   413→   413→- **GitHub Models API** (OpenAI-compatible) — hamara-rozgar
   414→   414→- **Ollama** (local LLM) — hamara-rozgar
   415→   415→- **Multi-LLM orchestration with auto-failover** — hamara-rozgar (Ollama → Groq → GitHub Models → regex fallback)
   416→   416→
   417→   417→### DevOps / Tooling
   418→   418→- **GitHub Actions** — Exam-Table (cron pipelines), Algo-Visualizer (CI typecheck + ghcr.io)
   419→   419→- **Vercel** — deployment for nearly all web apps
   420→   420→- **Capacitor** — hamara-rozgar (Android APK)
   421→   421→- **Docker** — listed in profile README; Algo-Visualizer ships to ghcr.io
   422→   422→
   423→   423→---
   424→   424→
   425→   425→## 6. Hidden Strengths (not on resume, worth showcasing)
   426→   426→
   427→   427→### 6.1 hamara-rozgar — *Multi-Agent AI Marketplace Orchestrator* 🏆
   428→   428→**This is the single biggest hidden strength.** Built for the Google Antigravity Hackathon (Challenge 2: AI Service Orchestrator for Informal Economy). 139 commits, last activity 2026-06-28 (yesterday).
   429→   429→
   430→   430→- **5 cooperative micro-agents** (Mermaid-diagrammed in README):
   431→   431→  1. **IntentAgent** — multilingual parsing (English / formal Urdu / Roman Urdu) with selectable LLM engines: Local Slang Parser (regex), Ollama (self-hosted), Groq Cloud, GitHub Models API, with **auto-failover chain**. Multi-turn context memory.
   432→   432→  2. **DiscoveryAgent** — OpenStreetMap Nominatim geocoding + **6-factor utility function** with explicit weights: $U = (d × 0.25) + (R × 0.20) + (L × 0.20) + (P × 0.15) + (C × 0.10) + (S × 0.10)$ where d=distance, R=rating, L=reliability, P=price match, C=cancellation rate, S=sector matching.
   433→   433→  3. **PricingAgent** — base rate + travel allowance (50 PKR/km) + urgency surcharge (+30%) + surge surplus (+15%) + loyalty discount (-10%).
   434→   434→  4. **BookingAgent** — Supabase Cloud REST sync with localStorage offline fallback (sub-250KB footprint, zero SDK bloat).
   435→   435→  5. **DisputeAgent** — self-healing: intercepts cancellations, re-assigns to next-best provider, issues 150 PKR voucher credit.
   436→   436→- **"100% Evacuated from Google Cloud"** — fully offline-capable using OSM/Supabase/Ollama/Groq/GitHub Models. This is a principled architectural decision worth highlighting.
   437→   437→- **Capacitor APK** — Android build available.
   438→   438→- React 19 + Vite + lucide-react only (lean frontend).
   439→   439→- This project demonstrates **agentic AI architecture** — the very thing his profile README says he's "most actively building toward." It should be on the portfolio front page.
   440→   440→
   441→   441→### 6.2 gcr-contacts — *5-Step Cascading Email Resolver*
   442→   442→Next.js 16 + React 19 + JavaScript + Google OAuth + Classroom API. 7 commits, last 2026-06-07. Default README (bothersome) but the commit log reveals real algorithmic work:
   443→   443→- "feat: integrate TA/LD allocation sheet as Step 0 of email resolution"
   444→   444→- "fix: two-pass matching to correctly handle multi-batch course offerings"
   445→   445→- "fix: coverage-score tie-breaking + discard unresolvable GCR teachers"
   446→   446→- "fix: Step 0 TA sheet check must run for ALL GCR teachers, not just local"
   447→   447→- "fix: fetch both TASheet and LDSheet tabs (not just TASheet)"
   448→   448→
   449→   449→5-step cascading pipeline with coverage-score tie-breaking and two-pass matching is non-trivial algorithmic engineering. **Needs a real README.** Domain-locked (NU FAST Islamabad only).
   450→   450→
   451→   451→### 6.3 Exam-Table CI/CD + Python Data Pipeline
   452→   452→The two GitHub Actions workflows (`update-timetable.yml` hourly, `update-events.yml` weekly) with Python scraping + AI parsing + auto-commit is a **production pattern** most students never demonstrate. Should be a centerpiece talking point: "I run a cron-driven data pipeline that scrapes the university portal, parses it with Python + Groq, and auto-deploys to Vercel every hour."
   453→   453→
   454→   454→### 6.4 WayFinder Security Headers
   455→   455→The `next.config.ts` block with full CSP, HSTS, Permissions-Policy, X-Frame-Options, Referrer-Policy — with thoughtful inline rationale comments — is **the single most security-mature code in his portfolio**. Most students don't know what CSP is, let alone write a per-directive allowlist with TODOs for nonce-based hardening. This deserves a dedicated callout even if WayFinder's README is incomplete.
   456→   456→
   457→   457→### 6.5 Algo-Visualizer — *EvoSearch Lab*
   458→   458→Pinned but not on resume. 18+ algorithms (Genetic Algorithms: OneMax, TSP, Function Optimization, Knapsack; Informed Search: A*, Greedy, IDA*, Weighted A*, Beam Search, Hill Climbing, Simulated Annealing). Step-by-step visualization, live metrics, fitness charts, diversity tracking. Has CI/CD (ci.yml with typecheck + multi-workspace + ghcr.io). MIT License. **Worth resurrecting as a portfolio piece** — shows CS fundamentals + educational tooling.
   459→   459→
   460→   460→### 6.6 Cross-Platform Breadth
   461→   461→He's shipped on **4 surfaces**:
   462→   462→- Web (Next.js — many)
   463→   463→- Chrome Extension MV3 (gcr-resources-fetch, with Firefox support)
   464→   464→- Android (hamara-rozgar via Capacitor, fast-utilities-android)
   465→   465→- Desktop game (GalaxyWarriors in C++/SFML — older but shows range)
   466→   466→
   467→   467→### 6.7 Hackathon Pedigree
   468→   468→Google Antigravity Hackathon (Islamabad regional — 2,668+ registrations, PKR 2.5M prize pool, Google for Developers + MoITT Pakistan) is a **real, citable credential**. Promptopia 2.0 and FPSC Problem Solving show local community engagement.
   469→   469→
   470→   470→### 6.8 GitHub Profile README Aesthetics
   471→   471→The `ammarasad2005/ammarasad2005` profile README (9.5KB) is genuinely well-designed: capsule-render animated SVG header, readme-typing-svg, categorized tech-stack badges, featured-projects table, GitHub stats/streak/activity-graph cards, achievements table, animated SVG dividers. He has design taste.
   472→   472→
   473→   473→---
   474→   474→
   475→   475→## 7. Gaps / Weaknesses (things to de-emphasize)
   476→   476→
   477→   477→| Gap | Severity | Recommendation |
   478→   478→|---|---|---|
   479→   479→| **No tests anywhere** | High | Add at least one Playwright E2E test to Exam-Table before portfolio launch; mention "testing in progress" |
   480→   480→| **CI/CD only on 2 repos** | Medium | Highlight the 2 that have it; don't claim org-wide CI/CD maturity |
   481→   481→| **WayFinder README is default boilerplate** | High (blocks portfolio) | Must replace before featuring WayFinder |
   482→   482→| **gcr-contacts README is default boilerplate** | Medium | Replace with real README that explains the 5-step pipeline |
   483→   483→| **Drama-Ghar's last commit is "Final Commit"** | Medium | Either re-engage (add a feature, fix a bug) or explicitly mark as "v1 — May 2025" in portfolio |
   484→   484→| **Several 1-commit placeholder repos** | Low | Hide from public view or delete: identifiedpen, barakah-homes, web-viewer, FacultyTrackNReview, AnonymousFacultyReview |
   485→   485→| **Several repos with no README** | Medium | WayFinder, identifiedpen, barakah-homes, cric-view, login-system, web-viewer, AnonymousFacultyReview, FacultyTrackNReview, GalaxyWarriors-SFMLGraphics, nextjs-geist-font-optimization, Web-Programming-Assignment-01 |
   486→   486→| **0–3 stars across all repos** | Low | Don't lead with social proof; lead with technical depth |
   487→   487→| **3 followers** | Low | Don't claim community influence; focus on shipped work |
   488→   488→| **Repo naming inconsistency** | Low | Multiple variants of faculty-review concept (faculty-review, faculty-feedback-hub, AnonymousFacultyReview, FacultyTrackNReview) — consolidate or hide the older ones |
   489→   489→| **Mongoose 9.6.2 in Drama-Ghar** | Low | Version doesn't exist publicly — verify and fix |
   490→   490→| **Drama-Ghar package.json name is "ai-studio-applet"** | Low | Rename to "dramaghar" |
   491→   491→| **WayFinder repo structure has app nested in `wayfinder-app/` subdir on `master` branch** | Low | Confusing for visitors — consider flattening |
   492→   492→| **Coursework repos mixed with serious projects** | Low | Web-Dev-Task-03, TASK-05-WEB, Web-Programming-Assignment-01, employee-management-system, login-system — consider archiving or starring only the serious ones |
   493→   493→| **Automated bulk commits dilute signal** | Low | Exam-Table (100+ `chore: auto-update timetable.json` commits) and hamara-rozgar (many `chore: incremental update` commits) — explain in portfolio that these are CI/CD artifacts, not busywork |
   494→   494→
   495→   495→---
   496→   496→
   497→   497→## 8. Recommended Narrative (for the portfolio)
   498→   498→
   499→   499→> Muhammad Ammar Asad is a **problem-first full-stack engineer** who turns tedious real-world workflows into polished, AI-augmented products. His flagship, **Exam-Table**, is a 14-feature campus platform serving FAST NUCES Islamabad students — backed by 376 commits, hourly cron-driven Python data pipelines, multi-API orchestration (Supabase + Google Sheets + Groq), and a 830-line README that reads like product documentation. He pairs production web engineering (Next.js + TypeScript + Supabase) with adjacent surfaces — a **Manifest V3 Chrome extension** with proper OAuth 2.0 and a backend proxy for secret isolation, an **Android APK** via Capacitor, and a security-hardened Next.js 16 app with full CSP/HSTS/Permissions-Policy. Increasingly, he builds **agentic LLM systems**: a 5-cooperative-agent marketplace orchestrator (IntentAgent → DiscoveryAgent → PricingAgent → BookingAgent → DisputeAgent) with multi-LLM failover across Ollama, Groq, and GitHub Models. Showcase him as a **ship-first generalist** with depth in three pillars: **campus/utility platforms, browser extensions, and multi-agent AI** — a builder who treats AI not as a label but as the layer that makes systems more adaptive.
   500→   500→
   501→   501→(5 sentences. Tightenable to 3 for the hero section.)
   502→   502→
   503→   503→---
   504→   504→
   505→   505→## 9. Recommended Showcase Order
   506→   506→
   507→   507→### Primary track (resume-aligned, with one substitution)
   508→   508→
   509→   509→| Order | Project | Reasoning |
   510→   510→|---|---|---|
   511→   511→| **1** | **Exam-Table** (FAST Isb Utilities) | Flagship — deepest scope (14 features), most commits (376), only repo with production CI/CD (2 workflows), real users (FAST NUCES Islamabad students), best README (830 lines), active today. Anchor the portfolio here. |
   512→   512→| **2** | **gcr-resources-fetch** (GCR Fetch) | Most stars (3), production Chrome MV3 extension (rare skill), cross-browser (Chrome + Firefox), OAuth 2.0 with backend-secret-proxy pattern, vivid problem-framing in README, recently maintained (Firefox support added June 6). Demonstrates **breadth beyond web**. |
   513→   513→| **3** | **hamara-rozgar** (Service Orchestrator) | **Substitute this for WayFinder's slot.** Hidden strength — 5-agent cooperative LLM architecture, multi-LLM failover (Ollama/Groq/GitHub Models), 6-factor utility function, OpenStreetMap geocoding, Capacitor APK, hackathon pedigree (Google Antigravity). Demonstrates **agentic AI** — the thing he says he's building toward. 139 commits. |
   514→   514→| **4** | **Drama-Ghar** (DramaGhar) | Most modern stack (Next.js 15 + React 19 + Tailwind 4), full-stack depth (RBAC + bcrypt + JWT + MongoDB + Supabase + Gemini), collaborative provenance (co-built with Hanzlah Ch), academic self-evaluation in README. Demonstrates **collaboration + security + AI** in one piece. |
   515→   515→
   516→   516→### Secondary track (supporting projects)
   517→   517→
   518→   518→| Order | Project | Reasoning |
   519→   519→|---|---|---|
   520→   520→| **5** | **WayFinder** | Only if README is fixed. Otherwise, demote to "Experiments" or "In Progress." If featured: lead with **security headers** (CSP/HSTS/Permissions-Policy) and **Yango ride-hailing integration** — these are the differentiators. Lean Next.js 16 + NextAuth + Upstash Redis. |
   521→   521→| **6** | **gcr-contacts** | Only if README is fixed. Otherwise, mention as "companion tool to GCR Fetch." The 5-step cascading pipeline + coverage-score tie-breaking + two-pass matching is real algorithmic work — currently invisible because the README is default boilerplate. |
   522→   522→| **7** | **Algo-Visualizer** (EvoSearch Lab) | Optional. Demonstrates CS fundamentals (18+ algorithms visualized) + educational tooling + has its own CI/CD. Good "depth" piece if there's room. |
   523→   523→| **8** | **fast-utilities-android** | Optional. Android port of Exam-Table — shows mobile reach. 295 commits. |
   524→   524→
   525→   525→### Hidden / archive list
   526→   526→- **Hide or archive**: identifiedpen, barakah-homes, web-viewer, FacultyTrackNReview, AnonymousFacultyReview, Web-Programming-Assignment-01, Web-Dev-Task-03, TASK-05-WEB, employee-management-system, login-system, nextjs-geist-font-optimization, ammarasadPersonal, cric-view. These are placeholders, coursework, or abandoned — they dilute the portfolio.
   527→   527→
   528→   528→### Suggested portfolio story arc
   529→   529→1. **Hero**: "Problem First · Code Second · Ship Always" + 3-pillar tagline (Campus Platforms · Browser Extensions · Agentic AI).
   530→   530→2. **Pillar 1 — Campus Platforms**: Exam-Table (lead), fast-utilities-android (mobile reach).
   531→   531→3. **Pillar 2 — Browser Extensions**: gcr-resources-fetch (lead), gcr-contacts (companion, if README fixed).
   532→   532→4. **Pillar 3 — Agentic AI**: hamara-rozgar (lead), Drama-Ghar (AI + RBAC).
   533→   533→5. **Security spotlight**: WayFinder's CSP block as a standalone "Security-first engineering" callout (even if the project itself is thin).
   534→   534→6. **CI/CD spotlight**: Exam-Table's GitHub Actions workflows as a standalone "Production data pipeline" callout.
   535→   535→7. **About**: Hackathon wins (Google Antigravity), achievements (Pull Shark, Pair Extraordinaire, YOLO), open-source contributions, "Open To: freelance / OSS / agentic AI collaborations."
   536→   536→
   537→   537→---
   538→   538→
   539→   539→**End of analysis.** Total repos analyzed: 30. Source files inspected: 11 (Exam-Table), 7 (Drama-Ghar), 5 (gcr-resources-fetch), 8 (WayFinder), 1 (hamara-rozgar README), 1 (gcr-contacts package.json), 2 (GitHub Actions workflows for Exam-Table), 1 (Algo-Visualizer ci.yml), 1 (profile README). All artifacts saved under `/home/z/my-project/research/`.
   540→   540→
